,Image,Accuracy,F1,Jaccard,Recall,Precision
1176,new_data\test\image\volume-94_slice_529_0,0.9968605041503906,0.9970392640892494,0.9940960083386274,0.9972180881511162,0.9968605041503906
1177,new_data\test\image\volume-94_slice_530_0,0.9951248168945312,0.9954323960269096,0.9909063283446023,0.9957401653548718,0.9951248168945312
1178,new_data\test\image\volume-94_slice_531_0,0.9946022033691406,0.9949874543251572,0.9900249092483179,0.9953730038443772,0.9946022033691406
1179,new_data\test\image\volume-94_slice_533_0,0.9957847595214844,0.9964689804705991,0.9929628093986436,0.9971541423463619,0.9957847595214844
1180,new_data\test\image\volume-94_slice_534_0,0.9957962036132812,0.9965146685499419,0.9930535477882435,0.9972341709771323,0.9957962036132812
1181,new_data\test\image\volume-94_slice_536_0,0.9942398071289062,0.9950597110656363,0.9901679950763994,0.9958809683927371,0.9942398071289062
1182,new_data\test\image\volume-94_slice_544_0,0.99554443359375,0.9967973507960788,0.9936151500268415,0.998053425626709,0.99554443359375
1183,new_data\test\image\volume-94_slice_547_0,0.9959220886230469,0.9969965038770495,0.9940109957052785,0.9980732398242979,0.9959220886230469
1184,new_data\test\image\volume-94_slice_55_0,0.9749984741210938,0.9760503166750362,0.9532209761573548,0.9771044311661105,0.9749984741210938
1185,new_data\test\image\volume-94_slice_562_0,0.9931297302246094,0.995651675080312,0.9913410022961194,0.9981864609533158,0.9931297302246094
1186,new_data\test\image\volume-94_slice_566_0,0.9931983947753906,0.9954882790843501,0.9910170865671187,0.997788746752102,0.9931983947753906
1187,new_data\test\image\volume-94_slice_56_0,0.9686279296875,0.9703881055610439,0.9424795020358775,0.9721546902099214,0.9686279296875
1188,new_data\test\image\volume-94_slice_571_0,0.9915008544921875,0.9939483400478396,0.9879694846834245,0.9964079385707659,0.9915008544921875
1189,new_data\test\image\volume-94_slice_57_0,0.9751968383789062,0.9772658636257642,0.9555424316727469,0.9793436870292759,0.9751968383789062
1190,new_data\test\image\volume-94_slice_590_0,0.9947891235351562,0.996120988489019,0.9922719541568211,0.9974564245361321,0.9947891235351562
1191,new_data\test\image\volume-94_slice_594_0,0.9940032958984375,0.9960284544610127,0.9920883304778222,0.9980618818897035,0.9940032958984375
1192,new_data\test\image\volume-94_slice_598_0,0.9108200073242188,0.9108200073242188,0.8362437920720645,0.9108200073242188,0.9108200073242188
1193,new_data\test\image\volume-94_slice_619_0,0.9967231750488281,0.9967231750488281,0.993467755120664,0.9967231750488281,0.9967231750488281
1194,new_data\test\image\volume-94_slice_622_0,0.9983367919921875,0.9986720395640626,0.9973476014085151,0.9990075123679228,0.9983367919921875
1195,new_data\test\image\volume-94_slice_628_0,0.977783203125,0.977783203125,0.9565321232385956,0.977783203125,0.977783203125
1196,new_data\test\image\volume-94_slice_635_0,0.9989891052246094,0.999307411838106,0.9986157823689569,0.9996259213595087,0.9989891052246094
1197,new_data\test\image\volume-94_slice_642_0,0.9997520446777344,0.9997520446777344,0.9995042122886705,0.9997520446777344,0.9997520446777344
1198,new_data\test\image\volume-94_slice_659_0,1.0,1.0,1.0,1.0,1.0
1199,new_data\test\image\volume-94_slice_671_0,1.0,1.0,1.0,1.0,1.0
1200,new_data\test\image\volume-94_slice_700_0,1.0,1.0,1.0,1.0,1.0
1201,new_data\test\image\volume-94_slice_717_0,1.0,1.0,1.0,1.0,1.0
1202,new_data\test\image\volume-94_slice_719_0,1.0,1.0,1.0,1.0,1.0
1203,new_data\test\image\volume-94_slice_730_0,1.0,1.0,1.0,1.0,1.0
1204,new_data\test\image\volume-94_slice_731_0,1.0,1.0,1.0,1.0,1.0
1205,new_data\test\image\volume-94_slice_732_0,1.0,1.0,1.0,1.0,1.0
1206,new_data\test\image\volume-94_slice_74_0,1.0,1.0,1.0,1.0,1.0
1207,new_data\test\image\volume-94_slice_752_0,1.0,1.0,1.0,1.0,1.0
1208,new_data\test\image\volume-94_slice_757_0,1.0,1.0,1.0,1.0,1.0
1209,new_data\test\image\volume-94_slice_762_0,1.0,1.0,1.0,1.0,1.0
1210,new_data\test\image\volume-94_slice_763_0,1.0,1.0,1.0,1.0,1.0
1211,new_data\test\image\volume-94_slice_768_0,1.0,1.0,1.0,1.0,1.0
1212,new_data\test\image\volume-94_slice_779_0,1.0,1.0,1.0,1.0,1.0
1213,new_data\test\image\volume-94_slice_794_0,1.0,1.0,1.0,1.0,1.0
1214,new_data\test\image\volume-94_slice_803_0,1.0,1.0,1.0,1.0,1.0
1215,new_data\test\image\volume-94_slice_82_0,1.0,1.0,1.0,1.0,1.0
1216,new_data\test\image\volume-94_slice_855_0,1.0,1.0,1.0,1.0,1.0
1217,new_data\test\image\volume-94_slice_856_0,1.0,1.0,1.0,1.0,1.0
1218,new_data\test\image\volume-94_slice_858_0,1.0,1.0,1.0,1.0,1.0
1219,new_data\test\image\volume-94_slice_872_0,1.0,1.0,1.0,1.0,1.0
1220,new_data\test\image\volume-94_slice_88_0,1.0,1.0,1.0,1.0,1.0
1221,new_data\test\image\volume-94_slice_896_0,1.0,1.0,1.0,1.0,1.0
1222,new_data\test\image\volume-94_slice_897_0,1.0,1.0,1.0,1.0,1.0
1223,new_data\test\image\volume-94_slice_911_0,1.0,1.0,1.0,1.0,1.0
1224,new_data\test\image\volume-94_slice_912_0,1.0,1.0,1.0,1.0,1.0
1225,new_data\test\image\volume-95_slice_10_0,1.0,1.0,1.0,1.0,1.0
1226,new_data\test\image\volume-95_slice_118_0,1.0,1.0,1.0,1.0,1.0
1227,new_data\test\image\volume-95_slice_132_0,1.0,1.0,1.0,1.0,1.0
1228,new_data\test\image\volume-95_slice_136_0,1.0,1.0,1.0,1.0,1.0
1229,new_data\test\image\volume-95_slice_151_0,1.0,1.0,1.0,1.0,1.0
1230,new_data\test\image\volume-95_slice_162_0,1.0,1.0,1.0,1.0,1.0
1231,new_data\test\image\volume-95_slice_168_0,1.0,1.0,1.0,1.0,1.0
1232,new_data\test\image\volume-95_slice_16_0,1.0,1.0,1.0,1.0,1.0
1233,new_data\test\image\volume-95_slice_181_0,1.0,1.0,1.0,1.0,1.0
1234,new_data\test\image\volume-95_slice_184_0,1.0,1.0,1.0,1.0,1.0
1235,new_data\test\image\volume-95_slice_190_0,1.0,1.0,1.0,1.0,1.0
1236,new_data\test\image\volume-95_slice_192_0,1.0,1.0,1.0,1.0,1.0
1237,new_data\test\image\volume-95_slice_206_0,1.0,1.0,1.0,1.0,1.0
1238,new_data\test\image\volume-95_slice_219_0,1.0,1.0,1.0,1.0,1.0
1239,new_data\test\image\volume-95_slice_239_0,1.0,1.0,1.0,1.0,1.0
1240,new_data\test\image\volume-95_slice_256_0,1.0,1.0,1.0,1.0,1.0
1241,new_data\test\image\volume-95_slice_25_0,1.0,1.0,1.0,1.0,1.0
1242,new_data\test\image\volume-95_slice_266_0,1.0,1.0,1.0,1.0,1.0
1243,new_data\test\image\volume-95_slice_268_0,1.0,1.0,1.0,1.0,1.0
1244,new_data\test\image\volume-95_slice_269_0,1.0,1.0,1.0,1.0,1.0
1245,new_data\test\image\volume-95_slice_305_0,0.9994430541992188,0.9994430541992188,0.9988867284303633,0.9994430541992188,0.9994430541992188
1246,new_data\test\image\volume-95_slice_307_0,0.9993438720703125,0.9993438720703125,0.9986886045837844,0.9993438720703125,0.9993438720703125
1247,new_data\test\image\volume-95_slice_315_0,0.9996414184570312,0.9996414184570312,0.9992830939833282,0.9996414184570312,0.9996414184570312
1248,new_data\test\image\volume-95_slice_333_0,0.999053955078125,0.999053955078125,0.9981096984664166,0.999053955078125,0.999053955078125
1249,new_data\test\image\volume-95_slice_341_0,0.9993133544921875,0.9993133544921875,0.998627651301444,0.9993133544921875,0.9993133544921875
1250,new_data\test\image\volume-95_slice_369_0,0.9991188049316406,0.9991188049316406,0.9982391615054788,0.9991188049316406,0.9991188049316406
1251,new_data\test\image\volume-95_slice_373_0,0.9993400573730469,0.9993400573730469,0.9986809852201726,0.9993400573730469,0.9993400573730469
1252,new_data\test\image\volume-95_slice_393_0,0.9986839294433594,0.9986839294433594,0.9973713184171528,0.9986839294433594,0.9986839294433594
1253,new_data\test\image\volume-95_slice_399_0,0.9603500366210938,0.9603500366210938,0.9237243980655908,0.9603500366210938,0.9603500366210938
1254,new_data\test\image\volume-95_slice_403_0,0.9990196228027344,0.9990196228027344,0.9980411660016539,0.9990196228027344,0.9990196228027344
1255,new_data\test\image\volume-95_slice_416_0,0.9989395141601562,0.9989395141601562,0.9978812751979635,0.9989395141601562,0.9989395141601562
1256,new_data\test\image\volume-95_slice_419_0,0.99859619140625,0.99859619140625,0.997196318644481,0.99859619140625,0.99859619140625
1257,new_data\test\image\volume-95_slice_430_0,0.9978065490722656,0.9978065490722656,0.99562269953829,0.9978065490722656,0.9978065490722656
1258,new_data\test\image\volume-95_slice_452_0,0.9976005554199219,0.9976005554199219,0.9952125979457555,0.9976005554199219,0.9976005554199219
1259,new_data\test\image\volume-95_slice_460_0,0.9935264587402344,0.9935264587402344,0.9871361918731357,0.9935264587402344,0.9935264587402344
1260,new_data\test\image\volume-95_slice_477_0,0.9965896606445312,0.9965896606445312,0.9932025030603944,0.9965896606445312,0.9965896606445312
1261,new_data\test\image\volume-95_slice_509_0,0.9922218322753906,0.9924111196746205,0.984936554037935,0.9926004793088183,0.9922218322753906
1262,new_data\test\image\volume-95_slice_514_0,0.99517822265625,0.99517822265625,0.9904027212537204,0.99517822265625,0.99517822265625
1263,new_data\test\image\volume-95_slice_518_0,0.8892059326171875,0.8892059326171875,0.8005137574350591,0.8892059326171875,0.8892059326171875
1264,new_data\test\image\volume-95_slice_534_0,0.994110107421875,0.994110107421875,0.98828919025515,0.994110107421875,0.994110107421875
1265,new_data\test\image\volume-95_slice_566_0,1.0,1.0,1.0,1.0,1.0
1266,new_data\test\image\volume-95_slice_576_0,1.0,1.0,1.0,1.0,1.0
1267,new_data\test\image\volume-95_slice_594_0,1.0,1.0,1.0,1.0,1.0
1268,new_data\test\image\volume-95_slice_595_0,1.0,1.0,1.0,1.0,1.0
1269,new_data\test\image\volume-95_slice_600_0,1.0,1.0,1.0,1.0,1.0
1270,new_data\test\image\volume-95_slice_630_0,1.0,1.0,1.0,1.0,1.0
1271,new_data\test\image\volume-95_slice_632_0,1.0,1.0,1.0,1.0,1.0
1272,new_data\test\image\volume-95_slice_659_0,1.0,1.0,1.0,1.0,1.0
1273,new_data\test\image\volume-95_slice_665_0,1.0,1.0,1.0,1.0,1.0
1274,new_data\test\image\volume-95_slice_681_0,1.0,1.0,1.0,1.0,1.0
1275,new_data\test\image\volume-95_slice_687_0,1.0,1.0,1.0,1.0,1.0
1276,new_data\test\image\volume-95_slice_693_0,1.0,1.0,1.0,1.0,1.0
1277,new_data\test\image\volume-95_slice_697_0,1.0,1.0,1.0,1.0,1.0
1278,new_data\test\image\volume-95_slice_702_0,1.0,1.0,1.0,1.0,1.0
1279,new_data\test\image\volume-95_slice_712_0,1.0,1.0,1.0,1.0,1.0
1280,new_data\test\image\volume-95_slice_740_0,1.0,1.0,1.0,1.0,1.0
1281,new_data\test\image\volume-95_slice_742_0,1.0,1.0,1.0,1.0,1.0
1282,new_data\test\image\volume-95_slice_743_0,1.0,1.0,1.0,1.0,1.0
1283,new_data\test\image\volume-95_slice_768_0,1.0,1.0,1.0,1.0,1.0
1284,new_data\test\image\volume-95_slice_775_0,1.0,1.0,1.0,1.0,1.0
1285,new_data\test\image\volume-95_slice_785_0,1.0,1.0,1.0,1.0,1.0
1286,new_data\test\image\volume-95_slice_78_0,1.0,1.0,1.0,1.0,1.0
1287,new_data\test\image\volume-95_slice_792_0,1.0,1.0,1.0,1.0,1.0
1288,new_data\test\image\volume-95_slice_793_0,1.0,1.0,1.0,1.0,1.0
1289,new_data\test\image\volume-95_slice_805_0,1.0,1.0,1.0,1.0,1.0
1290,new_data\test\image\volume-95_slice_806_0,1.0,1.0,1.0,1.0,1.0
1291,new_data\test\image\volume-95_slice_815_0,1.0,1.0,1.0,1.0,1.0
1292,new_data\test\image\volume-95_slice_821_0,1.0,1.0,1.0,1.0,1.0
1293,new_data\test\image\volume-95_slice_829_0,1.0,1.0,1.0,1.0,1.0
1294,new_data\test\image\volume-95_slice_82_0,1.0,1.0,1.0,1.0,1.0
1295,new_data\test\image\volume-95_slice_833_0,1.0,1.0,1.0,1.0,1.0
1296,new_data\test\image\volume-95_slice_834_0,1.0,1.0,1.0,1.0,1.0
1297,new_data\test\image\volume-95_slice_839_0,1.0,1.0,1.0,1.0,1.0
1298,new_data\test\image\volume-95_slice_83_0,1.0,1.0,1.0,1.0,1.0
1299,new_data\test\image\volume-95_slice_89_0,1.0,1.0,1.0,1.0,1.0
1300,new_data\test\image\volume-96_slice_111_0,1.0,1.0,1.0,1.0,1.0
1301,new_data\test\image\volume-96_slice_157_0,1.0,1.0,1.0,1.0,1.0
1302,new_data\test\image\volume-96_slice_168_0,1.0,1.0,1.0,1.0,1.0
1303,new_data\test\image\volume-96_slice_176_0,1.0,1.0,1.0,1.0,1.0
1304,new_data\test\image\volume-96_slice_179_0,1.0,1.0,1.0,1.0,1.0
1305,new_data\test\image\volume-96_slice_181_0,1.0,1.0,1.0,1.0,1.0
1306,new_data\test\image\volume-96_slice_227_0,1.0,1.0,1.0,1.0,1.0
1307,new_data\test\image\volume-96_slice_233_0,1.0,1.0,1.0,1.0,1.0
1308,new_data\test\image\volume-96_slice_234_0,1.0,1.0,1.0,1.0,1.0
1309,new_data\test\image\volume-96_slice_235_0,1.0,1.0,1.0,1.0,1.0
1310,new_data\test\image\volume-96_slice_239_0,1.0,1.0,1.0,1.0,1.0
1311,new_data\test\image\volume-96_slice_24_0,1.0,1.0,1.0,1.0,1.0
1312,new_data\test\image\volume-96_slice_253_0,1.0,1.0,1.0,1.0,1.0
1313,new_data\test\image\volume-96_slice_259_0,1.0,1.0,1.0,1.0,1.0
1314,new_data\test\image\volume-96_slice_260_0,1.0,1.0,1.0,1.0,1.0
1315,new_data\test\image\volume-96_slice_266_0,1.0,1.0,1.0,1.0,1.0
1316,new_data\test\image\volume-96_slice_273_0,1.0,1.0,1.0,1.0,1.0
1317,new_data\test\image\volume-96_slice_281_0,1.0,1.0,1.0,1.0,1.0
1318,new_data\test\image\volume-96_slice_294_0,1.0,1.0,1.0,1.0,1.0
1319,new_data\test\image\volume-96_slice_297_0,1.0,1.0,1.0,1.0,1.0
1320,new_data\test\image\volume-96_slice_30_0,0.9983596801757812,0.9983596801757812,0.9967247328372192,0.9983596801757812,0.9983596801757812
1321,new_data\test\image\volume-96_slice_328_0,1.0,1.0,1.0,1.0,1.0
1322,new_data\test\image\volume-96_slice_353_0,0.9998092651367188,0.9998092651367188,0.9996186030191385,0.9998092651367188,0.9998092651367188
1323,new_data\test\image\volume-96_slice_361_0,0.9997634887695312,0.9997634887695312,0.9995270893877333,0.9997634887695312,0.9997634887695312
1324,new_data\test\image\volume-96_slice_364_0,0.9998130798339844,0.9998130798339844,0.9996262295332065,0.9998130798339844,0.9998130798339844
1325,new_data\test\image\volume-96_slice_369_0,0.9994773864746094,0.9994773864746094,0.9989553189136842,0.9994773864746094,0.9994773864746094
1326,new_data\test\image\volume-96_slice_372_0,0.9997749328613281,0.9997749328613281,0.9995499670102935,0.9997749328613281,0.9997749328613281
1327,new_data\test\image\volume-96_slice_378_0,0.9883460998535156,0.9883460998535156,0.9769606974385273,0.9883460998535156,0.9883460998535156
1328,new_data\test\image\volume-96_slice_379_0,0.9995498657226562,0.9995498657226562,0.9991001365047166,0.9995498657226562,0.9995498657226562
1329,new_data\test\image\volume-96_slice_386_0,0.9995803833007812,0.9995803833007812,0.9991611186102023,0.9995803833007812,0.9995803833007812
1330,new_data\test\image\volume-96_slice_388_0,0.9844551086425781,0.9844551086425781,0.9693861069270037,0.9844551086425781,0.9844551086425781
1331,new_data\test\image\volume-96_slice_392_0,0.9995498657226562,0.9995498657226562,0.9991001365047166,0.9995498657226562,0.9995498657226562
1332,new_data\test\image\volume-96_slice_395_0,0.9993515014648438,0.9994258453521133,0.9988523496330188,0.999500200301406,0.9993515014648438
1333,new_data\test\image\volume-96_slice_39_0,0.9971771240234375,0.9971771240234375,0.9943701404421722,0.9971771240234375,0.9971771240234375
1334,new_data\test\image\volume-96_slice_401_0,0.9992408752441406,0.9994486616213164,0.998897930855648,0.9996565344324232,0.9992408752441406
1335,new_data\test\image\volume-96_slice_402_0,0.9992332458496094,0.9994391239650502,0.9988788767412684,0.9996450869346196,0.9992332458496094
1336,new_data\test\image\volume-96_slice_417_0,0.9988136291503906,0.9990956614644942,0.9981929571075114,0.9993778530969939,0.9988136291503906
1337,new_data\test\image\volume-96_slice_422_0,0.9979019165039062,0.9986199946174062,0.9972437928155629,0.9993391069156922,0.9979019165039062
1338,new_data\test\image\volume-96_slice_423_0,0.9978675842285156,0.998579919605126,0.9971638667474813,0.999293272720327,0.9978675842285156
1339,new_data\test\image\volume-96_slice_427_0,0.998321533203125,0.9988969170932048,0.9977962650887213,0.9994729646122471,0.998321533203125
1340,new_data\test\image\volume-96_slice_436_0,0.9991531372070312,0.9992522451720218,0.9985056077830387,0.9993513728003907,0.9991531372070312
1341,new_data\test\image\volume-96_slice_446_0,0.9994239807128906,0.9994239807128906,0.9988486246401952,0.9994239807128906,0.9994239807128906
1342,new_data\test\image\volume-96_slice_455_0,0.9992485046386719,0.9993399969479628,0.9986808645293622,0.999431506013064,0.9992485046386719
1343,new_data\test\image\volume-96_slice_469_0,0.997650146484375,0.9981222807419281,0.9962515999268605,0.9985948620826588,0.997650146484375
1344,new_data\test\image\volume-96_slice_489_0,0.9985122680664062,0.9986894190139165,0.9973822687766012,0.9988666328310138,0.9985122680664062
1345,new_data\test\image\volume-96_slice_491_0,0.9982795715332031,0.9985709788508685,0.9971460360765426,0.9988625563473554,0.9982795715332031
1346,new_data\test\image\volume-96_slice_494_0,0.998260498046875,0.9985861935407553,0.997176379134928,0.9989121016287938,0.998260498046875
1347,new_data\test\image\volume-96_slice_525_0,0.998016357421875,0.9980201645666678,0.9960481531397766,0.998023971740507,0.998016357421875
1348,new_data\test\image\volume-96_slice_536_0,0.9966087341308594,0.9968349902416969,0.9936899518473722,0.9970613491079096,0.9966087341308594
1349,new_data\test\image\volume-96_slice_548_0,0.8616905212402344,0.8616905212402344,0.756991430993864,0.8616905212402344,0.8616905212402344
1350,new_data\test\image\volume-96_slice_549_0,0.9922866821289062,0.9922866821289062,0.9846914440162625,0.9922866821289062,0.9922866821289062
1351,new_data\test\image\volume-96_slice_570_0,0.9894866943359375,0.9901798171861788,0.9805506307341617,0.9908739117645935,0.9894866943359375
1352,new_data\test\image\volume-96_slice_573_0,0.9925308227539062,0.9931350900530376,0.9863637914497901,0.9937400935739521,0.9925308227539062
1353,new_data\test\image\volume-96_slice_581_0,0.9884834289550781,0.9889889698866455,0.9782177844051416,0.9894950281812767,0.9884834289550781
1354,new_data\test\image\volume-96_slice_593_0,0.9926681518554688,0.9937314669665684,0.9875410333769757,0.9947970625002389,0.9926681518554688
1355,new_data\test\image\volume-96_slice_597_0,0.9917564392089844,0.9928244647944336,0.9857511725518596,0.9938947931799067,0.9917564392089844
1356,new_data\test\image\volume-96_slice_59_0,0.9869041442871094,0.9878028525555973,0.9758996605054696,0.988703199104205,0.9869041442871094
1357,new_data\test\image\volume-96_slice_622_0,0.9948348999023438,0.9951822630961353,0.990410724797296,0.9955298689499582,0.9948348999023438
1358,new_data\test\image\volume-96_slice_636_0,0.9985084533691406,0.9985846393310037,0.997173279491038,0.998660836919696,0.9985084533691406
1359,new_data\test\image\volume-96_slice_64_0,0.9932785034179688,0.9932785034179688,0.9866467605889976,0.9932785034179688,0.9932785034179688
1360,new_data\test\image\volume-96_slice_652_0,1.0,1.0,1.0,1.0,1.0
1361,new_data\test\image\volume-96_slice_660_0,1.0,1.0,1.0,1.0,1.0
1362,new_data\test\image\volume-96_slice_671_0,1.0,1.0,1.0,1.0,1.0
1363,new_data\test\image\volume-96_slice_68_0,1.0,1.0,1.0,1.0,1.0
1364,new_data\test\image\volume-96_slice_690_0,1.0,1.0,1.0,1.0,1.0
1365,new_data\test\image\volume-96_slice_697_0,1.0,1.0,1.0,1.0,1.0
1366,new_data\test\image\volume-96_slice_708_0,1.0,1.0,1.0,1.0,1.0
1367,new_data\test\image\volume-96_slice_710_0,1.0,1.0,1.0,1.0,1.0
1368,new_data\test\image\volume-96_slice_71_0,1.0,1.0,1.0,1.0,1.0
1369,new_data\test\image\volume-96_slice_97_0,1.0,1.0,1.0,1.0,1.0
1370,new_data\test\image\volume-96_slice_98_0,1.0,1.0,1.0,1.0,1.0
1371,new_data\test\image\volume-96_slice_99_0,1.0,1.0,1.0,1.0,1.0
1372,new_data\test\image\volume-97_slice_102_0,1.0,1.0,1.0,1.0,1.0
1373,new_data\test\image\volume-97_slice_112_0,1.0,1.0,1.0,1.0,1.0
1374,new_data\test\image\volume-97_slice_115_0,1.0,1.0,1.0,1.0,1.0
1375,new_data\test\image\volume-97_slice_116_0,1.0,1.0,1.0,1.0,1.0
1376,new_data\test\image\volume-97_slice_119_0,1.0,1.0,1.0,1.0,1.0
1377,new_data\test\image\volume-97_slice_124_0,1.0,1.0,1.0,1.0,1.0
1378,new_data\test\image\volume-97_slice_129_0,1.0,1.0,1.0,1.0,1.0
1379,new_data\test\image\volume-97_slice_153_0,1.0,1.0,1.0,1.0,1.0
1380,new_data\test\image\volume-97_slice_15_0,1.0,1.0,1.0,1.0,1.0
1381,new_data\test\image\volume-97_slice_199_0,1.0,1.0,1.0,1.0,1.0
1382,new_data\test\image\volume-97_slice_241_0,1.0,1.0,1.0,1.0,1.0
1383,new_data\test\image\volume-97_slice_242_0,1.0,1.0,1.0,1.0,1.0
1384,new_data\test\image\volume-97_slice_24_0,1.0,1.0,1.0,1.0,1.0
1385,new_data\test\image\volume-97_slice_252_0,1.0,1.0,1.0,1.0,1.0
1386,new_data\test\image\volume-97_slice_267_0,1.0,1.0,1.0,1.0,1.0
1387,new_data\test\image\volume-97_slice_274_0,1.0,1.0,1.0,1.0,1.0
1388,new_data\test\image\volume-97_slice_278_0,1.0,1.0,1.0,1.0,1.0
1389,new_data\test\image\volume-97_slice_280_0,1.0,1.0,1.0,1.0,1.0
1390,new_data\test\image\volume-97_slice_28_0,1.0,1.0,1.0,1.0,1.0
1391,new_data\test\image\volume-97_slice_299_0,1.0,1.0,1.0,1.0,1.0
1392,new_data\test\image\volume-97_slice_306_0,1.0,1.0,1.0,1.0,1.0
1393,new_data\test\image\volume-97_slice_315_0,1.0,1.0,1.0,1.0,1.0
1394,new_data\test\image\volume-97_slice_321_0,1.0,1.0,1.0,1.0,1.0
1395,new_data\test\image\volume-97_slice_324_0,1.0,1.0,1.0,1.0,1.0
1396,new_data\test\image\volume-97_slice_334_0,1.0,1.0,1.0,1.0,1.0
1397,new_data\test\image\volume-97_slice_351_0,1.0,1.0,1.0,1.0,1.0
1398,new_data\test\image\volume-97_slice_359_0,1.0,1.0,1.0,1.0,1.0
1399,new_data\test\image\volume-97_slice_360_0,1.0,1.0,1.0,1.0,1.0
1400,new_data\test\image\volume-97_slice_370_0,1.0,1.0,1.0,1.0,1.0
1401,new_data\test\image\volume-97_slice_371_0,1.0,1.0,1.0,1.0,1.0
1402,new_data\test\image\volume-97_slice_428_0,0.9904327392578125,0.9904327392578125,0.9810468086392696,0.9904327392578125,0.9904327392578125
1403,new_data\test\image\volume-97_slice_438_0,0.9822807312011719,0.9822807312011719,0.9651784743748805,0.9822807312011719,0.9822807312011719
1404,new_data\test\image\volume-97_slice_465_0,0.9916725158691406,0.9948794293127797,0.989811031956655,0.9981071513587813,0.9916725158691406
1405,new_data\test\image\volume-97_slice_466_0,0.9908485412597656,0.9940052389581017,0.9880819239342965,0.9971821144890759,0.9908485412597656
1406,new_data\test\image\volume-97_slice_473_0,0.9904594421386719,0.9946407091579132,0.9893385560945127,0.9988574286373778,0.9904594421386719
1407,new_data\test\image\volume-97_slice_476_0,0.9900932312011719,0.9944196150626332,0.9889011658919454,0.9987839746327872,0.9900932312011719
1408,new_data\test\image\volume-97_slice_48_0,0.9828681945800781,0.9870533362703878,0.9744376200777575,0.9912742717979693,0.9828681945800781
1409,new_data\test\image\volume-97_slice_518_0,0.8728599548339844,0.8728599548339844,0.7744023988655477,0.8728599548339844,0.8728599548339844
1410,new_data\test\image\volume-97_slice_519_0,0.9794044494628906,0.9832866733816146,0.9671228335838297,0.9871997969808592,0.9794044494628906
1411,new_data\test\image\volume-97_slice_524_0,0.9827194213867188,0.9863824589683752,0.9731308102309172,0.9900729062979204,0.9827194213867188
1412,new_data\test\image\volume-97_slice_530_0,0.9816322326660156,0.9873932570904534,0.9751004168245547,0.9932223015612637,0.9816322326660156
1413,new_data\test\image\volume-97_slice_550_0,0.9496345520019531,0.9652860580045638,0.9329013738261019,0.9814621337864636,0.9496345520019531
1414,new_data\test\image\volume-97_slice_552_0,0.9589729309082031,0.975188626180732,0.9515786525147532,0.9919621506869856,0.9589729309082031
1415,new_data\test\image\volume-97_slice_559_0,0.9600639343261719,0.9769878456384435,0.9550109854248646,0.9945191296994412,0.9600639343261719
1416,new_data\test\image\volume-97_slice_561_0,0.9590530395507812,0.9757451209833132,0.9526389778294791,0.9930285375728252,0.9590530395507812
1417,new_data\test\image\volume-97_slice_562_0,0.9591293334960938,0.9757053519629169,0.9525631651329224,0.9928643918542709,0.9591293334960938
1418,new_data\test\image\volume-97_slice_565_0,0.9569740295410156,0.9731861259926217,0.9477726690568932,0.989956986701393,0.9569740295410156
1419,new_data\test\image\volume-97_slice_567_0,0.9559478759765625,0.9729635288156717,0.9473505139439671,0.9905959086866292,0.9559478759765625
1420,new_data\test\image\volume-97_slice_568_0,0.8339614868164062,0.8339614868164062,0.7152092125494814,0.8339614868164062,0.8339614868164062
1421,new_data\test\image\volume-97_slice_56_0,0.9536209106445312,0.9704708017508273,0.942635530299888,0.9879268577029019,0.9536209106445312
1422,new_data\test\image\volume-97_slice_577_0,0.9588508605957031,0.9734482771975075,0.9482700730753124,0.9884970229902235,0.9588508605957031
1423,new_data\test\image\volume-97_slice_578_0,0.8264350891113281,0.8264350891113281,0.7042090995081962,0.8264350891113281,0.8264350891113281
1424,new_data\test\image\volume-97_slice_579_0,0.9527816772460938,0.9672567297005279,0.9365897193598224,0.9821783891340081,0.9527816772460938
1425,new_data\test\image\volume-97_slice_600_0,0.9705238342285156,0.9810588094659679,0.9628218179616335,0.9918250076019243,0.9705238342285156
1426,new_data\test\image\volume-97_slice_619_0,0.9919471740722656,0.9944661159553311,0.9889931425833026,0.9969978835654254,0.9919471740722656
1427,new_data\test\image\volume-97_slice_622_0,0.9967460632324219,0.9976175476776816,0.9952464205318067,0.9984905573855689,0.9967460632324219
1428,new_data\test\image\volume-97_slice_654_0,1.0,1.0,1.0,1.0,1.0
1429,new_data\test\image\volume-97_slice_656_0,1.0,1.0,1.0,1.0,1.0
1430,new_data\test\image\volume-97_slice_661_0,1.0,1.0,1.0,1.0,1.0
1431,new_data\test\image\volume-97_slice_666_0,1.0,1.0,1.0,1.0,1.0
1432,new_data\test\image\volume-97_slice_72_0,1.0,1.0,1.0,1.0,1.0
1433,new_data\test\image\volume-97_slice_73_0,1.0,1.0,1.0,1.0,1.0
1434,new_data\test\image\volume-97_slice_8_0,1.0,1.0,1.0,1.0,1.0
1435,new_data\test\image\volume-97_slice_95_0,1.0,1.0,1.0,1.0,1.0
1436,new_data\test\image\volume-98_slice_101_0,1.0,1.0,1.0,1.0,1.0
1437,new_data\test\image\volume-98_slice_103_0,1.0,1.0,1.0,1.0,1.0
1438,new_data\test\image\volume-98_slice_106_0,1.0,1.0,1.0,1.0,1.0
1439,new_data\test\image\volume-98_slice_107_0,1.0,1.0,1.0,1.0,1.0
